,Document ID,Cosine Similarity,Description,Price,Prime,URL,Number of stars
0,9,0.6672487510962193,Lenovo Zaino per laptop,22.87,False,https://www.amazon.it/dp/B075Y72PHZ,4.6
1,94,0.2210752795682659,"""Lenovo, Pc Portatile Notebook, Display FHD da 15,6"""", CPU Intel N4500, Ram 8Gb, SSD 256Gb, Computer Portatile con Libre, W11 e Mouse Wireless""",265.0,True,https://www.amazon.it/dp/B09Q3Q3YDV,4.4
2,150,0.1990475286332969,"""mCover Custodia compatibile solo per computer Windows Lenovo IdeaPad Slim 3 da 15"""" 2022-2024 | 3i 15ABR8 / 15AMN8 / 15IAH8 / 15IAN8 / 15IRH8 / 15IRU8 (non compatibile con altri modelli Lenovo) -""",33.17,False,https://www.amazon.it/dp/B0CTCZW7CL,4.2
3,222,0.1958234342911859,"""Lenovo, Pc portatile Intel Core i5 Pronto All'Uso con Pacchetto libre office, Notebook Con Display HD da 14"""", Ram 16Gb, SSD 512Gb, Garanzia Italiana (Ricondizionato)""",255.0,False,https://www.amazon.it/dp/B09HMXSB2B,4.3
4,259,0.19511622497496467,Caricatore per Lenovo PC Portatile 65W Alimentatore per Lenovo Ideapad 310 320 330 510S Yoga 510 520 710 S145 Flex 4 5 6 adlx65clge2a adlx65ccge2a 20V 3.25A Caricabatterie Laptop,16.68,False,https://www.amazon.it/dp/B09BZ2JKJF,4.4
5,168,0.18408396137195554,Caricatore 20V 65w per Lenovo PC Portatile Adattatore Caricabatterie per Lenovo Thinkpad T470 T470S T450 T450S T460 T440 T540P E570 E560 IdeaPad Yoga 11 11s 13 2 Pro 13 ADLX65NLC3A ADLX65NLC2A,15.88,False,https://www.amazon.it/dp/B0B8MS8ZRH,4.7
6,56,0.17792527716520515,Lenovo PC Computer ThinkCentre M910S SFF Intel Core i5-6400 Ram 8GB SSD 240GB Windows 10 Pro (Ricondizionato),125.0,True,https://www.amazon.it/dp/B0B94K51N9,4.4
7,295,0.1707944476401327,"""Lenovo Valigetta di ricarica superiore casual per computer portatili 39,6 cm (15,6"""") T210""",15.99,False,https://www.amazon.it/dp/B07NLMXK6F,4.5
8,103,0.17040780532290598,Lenovo Notebook TS V15 I5-1035G1 8GB 512GB SSD 15.6FHD WIN 10 PRO,439.9,True,https://www.amazon.it/dp/B089M79N4H,4.1
9,115,0.1673105224848162,"""Lenovo, Pc portatile notebook pronto all'uso, Display FHD da 15,6"""", cpu N4500, ram 16Gb, sshd 756Gb, W11, computer portatile con pacchetto Libre""",369.99,True,https://www.amazon.it/dp/B0BR61L33C,4.4
10,289,0.1624069119621499,"Bagasin Custodia Borsa Porta PC, 15 15,6 16 Pollici Sleeve per Laptop Resistente all'Acqua, Borsa/Caso da Trasporto per Computer Compatibile con MacBook, HP, Dell, Lenovo, Asus Notebook",21.99,False,https://www.amazon.it/dp/B0BWN5FT15,4.6
11,80,0.15592362747833202,"Lenovo, Mini Pc fisso i5, Ram 8 Gb, SSD 256 Gb, Wi Fi, Pc desktop i5, Computer pronto all'uso, Wi Fi, W10, Libre Office (Ricondizionato)",107.0,True,https://www.amazon.it/dp/B0892J87TP,4.4
12,61,0.1490698105067443,"Lenovo Notebook Portatile, V15 G4 IRU 83A100A6IX, Full HD, Intel i5-13420H, Ram 16 GB DDR4, 512 GB SSD NVMe, Windows 11 Pro",492.0,True,https://www.amazon.it/dp/B0CT62F6PF,4.5
13,82,0.148939081530509,"Bagasin Puffer Custodia Borsa Porta PC, 15 15,6 16 Pollici Sleeve per Laptop Resistente all'Acqua, Borsa/Caso da Trasporto per Computer Compatibile con MacBook, HP, Dell, Lenovo, Asus Notebook",22.12,False,https://www.amazon.it/dp/B0C5MSJPC1,4.6
14,55,0.14843135794282408,"Enloffi Custodia Borsa 14 Pollici Custodia per Laptop Impermeabile Antiurto Caso Protettiva Compatibile con MacBook Pro HP Dell Lenovo Asus Borsa da Trasporto con Tasca Accessoria, Nero",19.49,False,https://www.amazon.it/dp/B0C4PQHRMB,4.6
15,293,0.1478525384945509,"PC LENOVO M710s sff Intel Core i7-6700 3,4Ghz 16GB SSD 480GB, NO DVD, WIN 10 PRO (Ricondizionato)",184.99,False,https://www.amazon.it/dp/B094NVXCV7,4.1
16,89,0.14349879988613803,"Lenovo IdeaPad Slim 3 Notebook 15,6” FHD (1920x1080), Intel Core i5-13420H, 8GB RAM, 512GB SSD, Windows 11 Home, WiFi 6 - Arctic Grey, Esclusiva Amazon",549.0,True,https://www.amazon.it/dp/B0CK8G6ZJG,4.4
17,81,0.14311855743101798,"Lenovo IdeaPad 3 Chromebook Notebook, Display FHD da 15.6 pollici - (Intel Celeron N4500, Scheda Grafica Integrata, RAM 4 GB, 64 GB, WiFi 6, ChromeOS) - Abyss Blue",249.0,True,https://www.amazon.it/dp/B0BSVDSK14,4.0
18,196,0.14113447661331557,"""Lenovo Notebook NUOVO • Ram 16GB • CPU Intel i5-1342H • Monitor 15.6"""" Full HD • SSD 512 GB • Ingresso LAN, HDMI, USB • Sistema operativo WIN 11 PRO e Libre Office • Pc portatile pronto all'uso""",464.0,True,https://www.amazon.it/dp/B0BFB11YY6,4.4
19,253,0.13833953353357287,"""Lenovo, Thinkpad Pc portatile Intel Core i5-6Th, Ram 16 Gb, SSD 512 Gb, Pronto all'uso con Pacchetto Libre, Display HD da 14"""", W10 e Chiavetta USB Fingerprint (Ricondizionato)""",258.9,False,https://www.amazon.it/dp/B0CR1RZBYN,4.0
